id,title,source,score,type
21853,Zannen na Ikimono Jiten the Movie,Picture book,,Movie
21854,Kirakira Kirari,Original,6.42,ONA
21855,Tongari Atama no Gonta: Futatsu no Namae wo Ikita Fukushima Hisai Inu no Monogatari,Book,,Movie
21869,Mahou Shoujo Elena DVD-BOX Special,Visual novel,5.59,Special
21856,Meng Qi Shi Shen: Zaijie Liangyuan,Novel,7.33,ONA
21857,Magia Record: Mahou Shoujo Madoka☆Magica Gaiden 2nd Season - Kakusei Zenya Recap,Game,6.03,TV Special
21858,Shinmai Renkinjutsushi no Tenpo Keiei,Light novel,6.61,TV
21859,Joshikousei to Mahou no Note,Book,,ONA
21860,Getsuyoubi no Tawawa 2,Other,6.63,ONA
21861,It's Been A Long Time,Original,,Music
21862,Shinigami Bocchan to Kuro Maid 2nd Season,Web manga,7.58,TV
21863,Umisea,Other,6.95,ONA
21864,Unison,Other,7.22,Music
21865,Getsuyoubi no Tawawa 2 Special,Other,6.66,Special
21866,Ganbare Douki-chan: Kakusa Shakai ni Nayamu Kaisha no Douki,Web manga,6.42,Special
21867,Hensuki▽,Light novel,6.35,TV
21868,Jiu Tian Xuan Di Jue,Original,6.69,ONA
21870,Tensei shitara Slime Datta Ken Movie: Guren no Kizuna-hen,Manga,7.64,Movie
21871,Drop,Original,6.74,Music
21872,KU-RU-KU-RU Cruller!,Other,7.39,Music
21873,Akogare Ranraran,Unknown,6.31,Music
21874,Tsuki ga Michibiku Isekai Douchuu 2nd Season,Light novel,7.77,TV
21875,Tensei shitara Ken deshita,Light novel,7.53,TV
21876,Kobayashi-san Chi no Maid Dragon S: Nippon no Omotenashi - Attend wa Dragon desu,Manga,7.8,Special
21877,Eiyuu Kyoushitsu,Light novel,6.07,TV
21878,Go! Saitama,Web manga,6.96,ONA
21879,Fake Land,Original,6.04,Music
21880,Hajimari no Senaka,Original,,Music
21881,Tandemoon Rendezvous,Original,5.88,Music
21882,Yummy Yummy Yummy,Original,6.23,Music
21883,Tsuki (2016),Original,5.97,Music
21884,Game of Dice,Original,5.84,Music
21885,He Nü'er De Richang 2nd Season,Manga,,ONA
21886,He Nü'er De Richang 3rd Season,Manga,,ONA
21887,Kotarou wa Hitorigurashi,Manga,8.19,ONA
21888,"Hachigatsu no Cinderella Nine: Tsuzuku, Monogatari",Game,6.39,Special
21890,Boku no Hero Academia 6th Season,Manga,8.3,TV
21891,Sai Er Hao Season 11: Liekong Canghai,Game,,TV
21892,Rape! Rape! Rape! DVD-Box Special,Visual novel,5.52,Special
21893,Kimetsu no Yaiba: Mugen Ressha-hen,Manga,8.37,TV
21894,Genjitsu Shugi Yuusha no Oukoku Saikenki Part 2,Light novel,7.44,TV
21895,Soukou Kihei Votoms: Case;Irvine - Tenmatsu,Original,,Special
21896,Ame wo Tsugeru Hyouryuu Danchi,Original,7.3,Movie
21897,Petit Seka,Game,6.93,ONA
21898,Gundam UC x Nike SB,Original,5.43,CM
21899,Tales of Luminaria: The Fateful Crossroad,Game,6.17,ONA
21900,Cosplay Change: Pure-kei Joshidaisei no Kiken na Seiheki,Manga,5.57,OVA
21901,Shishunki no Obenkyou,Manga,7.53,OVA
21902,Girls Rush The Animation,Manga,7.04,OVA
21903,Kono Kaisha... Nanika Okashii!,Web manga,5.61,ONA
21904,Wo Qi Ku Le Baiwan Xiulian Zhe,Novel,6.12,ONA
21905,Changbaekhan Eolkuldeul,Original,,Movie
21906,Jimu Wuqian Nian: Jimu Chunqiu 2nd Season,Original,,TV
21907,Muzhi Zong Dong Yuan: Yulin Qiyu,Original,,TV
21908,Kick & Slide: Kids B Happy no Ambassador wo Sagase!,Original,,Special
21909,Gunjou Sanka,Original,7.09,Music
21910,Xiongmao Sanbao: Meng Chong Weishi 2nd Season,Unknown,,TV
21911,Xiao Yang Duo Li 2nd Season,Original,,TV
21912,Xiao Ma Fei Li: Binfen Xianjing 2nd Season,Original,,TV
21913,Pai Le Meng Qi 2nd Season,Original,,TV
21914,Tribe Nine,Mixed media,6.08,TV
21915,Shuo Guo Lei Lei 2nd Season,Original,,TV
21916,Qi Qi Ping Ping 2nd Season,Original,,TV
21917,Heroes,Other,5.81,ONA
21918,Look at Me Only,Original,6.36,Movie
21919,Candy.zip,Original,5.9,Movie
21920,Candy Caries,Original,5.67,ONA
21921,Akuyaku Reijou nanode Last Boss wo Kattemimashita,Light novel,7.22,TV
22114,Ashuai 6th Season,Manga,,ONA
21922,Sugar Apple Fairy Tale,Light novel,7.45,TV
21923,"Kimi to Boku no Saigo no Senjou, Aruiwa Sekai ga Hajimaru Seisen Season II",Light novel,,TV
21924,Geu Yeoreum,Novel,6.56,ONA
21925,Waixingren Shi Riji,Original,,ONA
21926,Wu Tian Yu Shang 2035,Manga,,ONA
21927,Zhen Dao Ge: Tebie Pian,Original,,ONA
21928,Papa Katsu!,Original,6.42,OVA
21929,Liella no Uta,Other,6.59,Music
21930,Yamitsuki Pheromone The Animation,Manga,6.53,ONA
21931,Yankee Hamster Season 2,Original,,ONA
21932,Qi Qi Miao Le Xing,Original,,TV
21933,Yakou wo Yobu,Original,6.03,Music
21934,Tape,Original,,Music
21935,Slowly Rising,Original,,Music
21936,Berg,Original,6.04,Music
21937,Tom to Jerry,Other,6.37,Special
21938,Edens Zero 2nd Season,Manga,7.42,TV
21939,Superstar wo Yumemite,Original,,Music
21940,Mabushii DNA dake,Original,6.35,Music
21941,Seigi,Original,6.43,Music
21943,Passion (2021),Original,,Music
21944,Meitantei Conan: Hannin no Hanzawa-san,Manga,6.85,TV
21945,Meitantei Conan: Zero no Tea Time,Manga,6.92,TV
21946,Matenrou to Rinkai-ten,Original,,Music
21947,Dou Shen Ji,Original,5.81,ONA
21948,The Last Bullet,Original,6.38,Music
21949,Huanmeng Shan Hai Yao,Original,,ONA
21950,Chiisaki Mono-tachi,Original,5.81,Music
21951,After Man,Book,,Music
21952,Careless,Original,6.16,Music
21953,Ghost (Music),Original,7.72,Music
21954,Chuuken Hachi,Other,6.59,Music
21955,Loveit,Original,6.54,Music
21956,Howling,Original,6.68,Music
21957,Kuraku Kuroku,Original,7.39,Music
21958,Konna Koto Soudou,Original,6.55,Music
21959,Tabun,Novel,7.1,Music
21960,Jouyatou,Original,6.17,Music
21961,Uchuu no Kisetsu,Original,6.63,Music
21962,Yoru no Pierrot (TeddyLoid Remix),Original,6.67,Music
21963,Paripari Party,Original,,Music
21964,Yami Shibai: Furuido,Original,5.67,ONA
22014,Aster,Original,6.19,Music
21965,Shimi,Music,6.5,Music
21966,Jinguizi,Unknown,,Movie
21967,Da Erduo Tu Tu: Meishi Kuangxiangqu,Unknown,,Movie
21968,Abandon: 100 Nuki Shinai to Derarenai Fushigi na Kyoushitsu,Manga,6.34,OVA
21969,Neko Jockey 2nd Season,Original,,TV
21970,Humanoid,Original,6.54,Music
21971,Ham,Original,6.48,Music
21972,Ano Yume wo Nazotte,Novel,7.31,Music
21973,Telecaster B-Boy,Original,6.53,Music
21974,Kimi ga Tobioriru no Naraba,Original,6.1,Music
21975,Yellow (Music),Original,7.35,Music
21976,Tatehoko Tsubasa,Other,6.13,Music
21977,Shadowverse Flame,Card game,6.74,TV
21978,Tadashiku Narenai,Original,6.32,Music
21979,Tsuki ni Hoeru,Original,6.38,Music
21980,Yukidoke wo Kiite,Original,5.76,Movie
21981,Hajimari wa Kimi no Sora,Other,7.05,Music
21982,Drivers License,Original,5.9,Music
21983,Douse Nakunaru dake,Original,6.57,Music
21984,Diamond City,Original,5.78,Music
21985,Ashita wa Nichiyoubi,Original,6.12,Music
21986,Be All Lie,Original,6.17,Music
21987,Gusha no Parade,Original,6.42,Music
21988,Toubou,Original,5.91,Music
21991,Orientation,Original,5.86,Music
21992,Ending Song,Original,,Music
21993,Kidou Senshi Gundam UC: Zenwa Digest - Banagher no Tabiji,Novel,5.83,Special
21994,Non-Breath Oblige,Original,6.66,Music
21995,Tobidase! To the Cosmic!!,Original,5.99,Music
21996,No.2,Original,6.13,Music
21997,Ithna,Original,,Music
21998,Inko Colors the Animation 2,Original,6.13,ONA
21999,Arifureta Itsuka,Original,6.27,Music
22000,Lupin III: Part 6 - Jidai,Manga,7.33,TV Special
22001,Mahouka Koukou no Rettousei 10-shuunen Kinen PV,Light novel,6.54,PV
22002,Kyoukaisen,Original,7.07,Music
22003,Shin Tennis no Oujisama: U-17 World Cup,Manga,6.73,TV
22004,Tooi Sekai ni,Original,,Music
22005,Ame ga Sora kara Fureba,Original,,Music
22006,Hasta Luego: Sayonara Tsuki no Neko,Original,,Music
22007,Salamandra,Original,,Music
22008,Shiguang Zhaoxiangguan de Richang,Original,6.57,ONA
22009,Kata no Ato,Original,5.84,Movie
22010,OTMGirls no Yokiyoki Channel: Birthday Special Story,Other,5.49,Special
22011,Heart Challenger,Original,6.34,Music
22012,Yuan Zun,Web novel,,ONA
22013,Seventina,Original,6.12,Music
22015,Meeting Place,Original,,Music
22016,Partner's Territory,Web manga,5.21,ONA
22017,Uranomito,Original,6.07,Music
22018,Mirai Note,Original,6.38,Music
22019,Lockdown,Original,,Music
22020,Therapy,Original,,Music
22021,Sushi Tabetai,Original,,Music
22022,Sharedol,Original,6.43,ONA
22023,Omoide,Original,,Movie
22024,Hifukidake,Original,,Movie
22025,Disney: Twisted-Wonderland,Game,,
22026,Yoshida Katsuko no Yabai wa! SDGs: Araburu! Trouble! Sustainable!,Original,,TV
22027,Konu to Tanoshii Otomodachi,Original,,TV
22028,Kohaku no Mahou,Original,,Music
22029,Sokkuri Oyako,Original,,Music
22030,Seishun no Kao,Original,,Music
22031,Ivy,Original,5.91,Music
22032,Saturday,Original,6.03,Music
22033,Himitsu no Kichi,Manga,6.37,OVA
22034,Ugoku Ehon: Miyoko-san no Monogatari,Unknown,,Special
22036,Kingdom 4th Season,Manga,8.74,TV
22037,Anehame: Ore no Hatsukoi ga Jisshi na Wake ga Nai,Light novel,7.13,OVA
22038,Tian Yan Chuanqi,Unknown,,Movie
22039,Fly with the Night,Mixed media,6.45,Music
22040,Mob Psycho 100 III,Web manga,8.71,TV
22041,"Yuusha, Yamemasu",Light novel,7.02,TV
22042,Cybervenus FeiFei,Unknown,,OVA
22043,Star Seed: Kakusei,Music,,Music
22044,Blue Giant,Manga,8.37,Movie
22045,Seiken Gakuin no Makentsukai,Light novel,6.2,TV
22079,Moon Effect,Manga,6.35,Music
22046,Ryman's Club,Original,7.36,TV
22047,"Youkai Watch ♪ Movie 7: Keita to Orecchi no Deai Hen da Nyan ♪ Wa, Watakushi mo ♪♪",Game,,Movie
22048,Akane wa Tsumare Somerareru,Manga,6.63,OVA
22049,Motto! Majime ni Fumajime Kaiketsu Zorori 3rd Season,Book,,TV
22050,Xian Zun Naiba Dang Zhuixu,Web novel,,ONA
22051,"Ijiranaide, Nagatoro-san 2nd Attack",Web manga,7.49,TV
22052,Namui BL Manhwa Animation,Web manga,5.25,ONA
22053,Shiguang Dailiren x Wanglaoji: Guanjian Shike Hai de Kan Guang Lu a!,Original,6.12,ONA
22054,Love Live! Superstar!! 2nd Season,Other,7.7,TV
22055,Tokyo 24-ku,Original,6.35,TV
22080,Da Li Si Rizhi 2nd Season,Web manga,7.32,ONA
22081,Sigh of Sighs,Original,5.83,Movie
22082,Wannabe,Original,,Music
22056,Arknights: Reimei Zensou,Game,7.08,TV
22057,Takano Kousaten,Original,6.77,Movie
22058,Fanren Xiu Xian Chuan 2nd Season,Novel,7.59,ONA
22059,"3-byougo, Yajuu. Goukon de Sumi ni Ita Kare wa Nikushoku deshita",Web manga,5.7,ONA
22060,Sorairo Utility,Original,6.51,TV Special
22061,Urochoro,Original,,Music
22062,Nani Yatte mo Umaku Ikanai,Original,6.09,Music
22063,Shanhe Jian Xin Xiao Juchang,Novel,6.41,ONA
22064,Makafushigi,Game,6.83,Music
22065,Isekai Shoukan wa Nidome desu,Light novel,5.67,TV
22066,Shine Post,Mixed media,7.52,TV
22067,Heavenly Star,Original,,Music
22068,Love (2020),Original,,Music
22069,Hand,Original,,Music
22070,Setsuna no Uzu,Original,,Music
22071,Nitian Xie Shen,Web novel,6.81,ONA
22072,Inori wa Karappo,Original,6.33,Music
22073,Hongse Jiangshan: Huangma Fenghuo,Other,,ONA
22074,Zhongguo Hao Gushi,Original,,ONA
22083,Matter,Original,5.41,Special
22084,Byeoli Bichnaneun Bame,Original,,Movie
22085,Beolineun Seom,Original,,Movie
22086,Dis Covers,Original,,Movie
22087,Birdie Wing: Golf Girls' Story,Original,7.52,TV
22088,Leer he Guoguo,Original,,ONA
22089,Chiikawa,Web manga,6.86,TV
22090,Taimanin Shiranui: Inyoku no Dorei Shoufu,Visual novel,5.94,OVA
22091,Horizon Blue,Manga,,Movie
22092,Tesla Note: Mickey to Oliver no Agent Yousei Kouza,Manga,5.5,ONA
22093,Spy x Family,Manga,8.54,TV
22094,Irodorimidori,Game,5.75,TV
22095,Hua Jianghu: Bu Liang Ren V,Original,6.61,ONA
22110,Ruguo Lishi Shi Yiqun Miao 6th Season,Web manga,,ONA
22111,Ruguo Lishi Shi Yiqun Miao 7th Season,Web manga,,ONA
22112,Bu Bai Chi Hua Shanhai Jing,Original,,ONA
24102,Baby Tayo Dong-yo 3,Original,,Music
22096,Tomodachi Game,Manga,7.72,TV
22097,Yao Shen Ji 5th Season,Novel,7.35,ONA
22098,Sword Art Online: Progressive Movie - Kuraki Yuuyami no Scherzo,Light novel,7.68,Movie
22099,Jing: Shuang Cheng,Novel,6.39,ONA
22100,Delicious Party♡Precure,Original,7.07,TV
22101,Mazica Party Movie,Original,,Movie
22102,Technoroid: Overmind,Mixed media,6.53,TV
22103,On Air Dekinai!,Manga,5.96,TV
22104,Kyuuketsuki Sugu Shinu 2,Manga,7.45,TV
22105,Cinderella,Original,6.88,Music
22106,Rhythmens,Original,6.04,ONA
22107,Fudanshi Shoukan: Isekai de Shinjuu ni Hameraremashita 2nd Season,Web manga,5.66,ONA
22108,Slow Starter,Original,,Music
22109,Shouji Li de Huanxiong Xiao Zhen 2nd Season,Web manga,,ONA
25586,Spicy Boy Mini,Original,,ONA
22115,Ji Gong: Xiang Long Jiang Shi,Other,,Movie
22116,Tunshi Yongheng,Novel,,ONA
22117,Pupa (Movie),Original,5.91,Movie
22118,Seirei Gensouki 2nd Season,Light novel,,TV
22119,Tonikaku Kawaii 2nd Season,Manga,7.59,TV
22120,Mini Moni the Movie: Okashi na Daibouken!,Other,,Movie
22121,Nanatsu no Taizai: Ensa no Edinburgh,Manga,6.18,ONA
22122,Nadame Sukashi Negotiation,Music,5.8,Music
22123,Day by Day,Original,,Music
22124,Prima Stella,Original,6.0,Music
22125,Bonta,Unknown,,Movie
22126,Kunta: Fan Zhuan Xingqiu,Unknown,,Movie
22127,Zhu Dike: Lanhai Gi Yuan,Original,,Movie
22128,Oz.,Web manga,7.4,Music
22129,Kaguya-sama wa Kokurasetai: Ultra Romantic Teaser PV - Ishigami Yuu wa Kataritai,Manga,8.14,PV
22142,Mushoku Tensei: Isekai Ittara Honki Dasu - Eris no Goblin Toubatsu,Light novel,7.83,Special
22130,Tae-il,Original,,Movie
22131,Bungou Stray Dogs 4th Season,Manga,8.45,TV
22132,Nudist Beach ni Shuugaku Ryokou de!! The Animation Special,Manga,6.7,Special
22133,Supergirl,Original,6.2,Music
22134,Kunoichi Tsubaki no Mune no Uchi,Manga,7.15,TV
22135,Kakegurui Twin,Manga,7.2,ONA
22136,Ni Yian Jian Shen,Original,,ONA
22137,Yofukashi no Uta,Manga,7.97,TV
22138,Sasohan Nyanya,Original,,ONA
22139,Peter Grill to Kenja no Jikan: Super Extra,Manga,5.95,TV
22140,Tamaya CM: Takusareta Omoi-hen,Original,6.33,CM
22141,Peko Random Brain!,Original,6.56,Music
22143,Ca' Foscari Cinema,Original,,Movie
22144,My Melody no Ookami-san ni Ki wo Tsukete,Other,,OVA
22145,Renjian Zui Deyi,Novel,6.39,ONA
22146,Shoot! Goal to the Future,Manga,5.26,TV
22147,Paripi Koumei,Web manga,8.14,TV
22148,VERSEⁿ: Episodeⁿ - Kuusou,Original,6.28,ONA
22149,Mononogatari,Manga,7.25,TV
22150,Taiko no Tatsujin Anime Ba-Jon!,Game,,ONA
22151,Mato Seihei no Slave,Manga,6.83,TV
22152,Yumemachi Ressha,Original,,Music
22153,Wangu Jian Shen,Novel,6.2,ONA
22168,Gudetama: Muhоu Chitai de Jiyuu mo Fujiyuu,Original,,ONA
22181,Yatogame-chan Kansatsu Nikki Yonsatsume,4-koma manga,6.3,TV
22154,Tian Guan Cifu Er,Web novel,8.68,ONA
22155,Wo Jia Da Shixiong You Dian Kaopu,Manga,6.65,ONA
22156,Hanhua Riji 3rd Season,Original,7.4,ONA
22157,Liang Bu Yi 2nd Season,Manga,7.72,ONA
22158,Xian Wang de Richang Shenghuo 3,Novel,7.34,ONA
22159,Tian Bao Fuyao Lu 3rd Season,Novel,,ONA
22160,Yuan Long 3rd Season,Novel,6.23,ONA
22161,Wu Shan Wu Xing: Xichuan Huan Zi Lin,Original,8.22,ONA
22162,One Piece Film: Red,Manga,7.83,Movie
22163,Xiao Mo Tou Baolu La!,Web manga,6.56,ONA
22164,Ensemble Stars!! Road to Show!!,Game,7.14,Movie
22165,Kowarekake no Orgel: Manner Movie,Original,5.81,Movie
22166,Skip to Loafer,Manga,8.13,TV
22167,Ninjala (TV),Game,5.5,TV
25587,Spicy Boy Z,Original,,ONA
22169,Shi Cao Lao Long Bei Guan Yi E Long Zhi Ming,Novel,6.75,ONA
22170,Light Catcher,Original,6.41,Music
22171,"Fuufu Ijou, Koibito Miman.",Manga,7.59,TV
22172,Ikuta no Kita,Other,6.38,Movie
22173,Aiyou de Mishi,Manga,7.11,ONA
22174,Wo de Yi Jie Zhi Lu,Original,6.05,ONA
22175,Xiling Jiyuan,Web novel,6.25,ONA
22176,Wuxian Shijie,Novel,6.73,ONA
22177,Jun You Yun,Novel,6.94,ONA
22178,Ero Ishi: Seijun Bishoujo wo Kotoba Takumi ni Hametai Houdai,Visual novel,6.28,OVA
22179,Sei Dorei Gakuen 2,Visual novel,6.16,OVA
22180,"Otaku ni Yasashii Gal toka, Kyonyuu no Osananajimi toka.",Manga,6.23,OVA
22973,Naeireun Woldeukeop,Unknown,,Special
22182,Hei Men,Original,6.33,ONA
22183,Banshou Shaonian,Manga,,ONA
22184,Qian Cong Shou,Original,6.32,ONA
22185,Shikong Zhi Xi,Game,6.49,ONA
22186,Yong Sheng,Web novel,7.22,ONA
22187,San Ti,Novel,6.45,ONA
22188,Changye Kaita Zhe,Novel,6.57,ONA
22189,Hei He,Original,,ONA
22190,Jiaonang Jihua,Original,,ONA
22191,Otome Game Sekai wa Mob ni Kibishii Sekai desu,Light novel,7.34,TV
22192,Jiyi Guanli Ju,Original,7.19,ONA
22193,Odoru Pompokolin,Unknown,,Music
22194,Mou Sukoshi dake,Novel,6.66,Music
22195,Showtime! Uta no Oneesan datte Shitai 2,Manga,6.82,ONA
22213,Condom Battler Gorou: Revive,Original,5.7,ONA
22196,Kami Kuzu☆Idol,Manga,6.75,TV
22197,Kidou Senshi Gundam 00 CB Chara,Original,5.96,Special
22198,Saihate no Paladin: Michiyuki,Light novel,5.75,TV Special
22199,86 Part 2 Recaps,Light novel,6.65,TV Special
22200,LB Commerce: Omoi yo Todoke!,Original,5.95,CM
22201,"Eiyuuou, Bu wo Kiwameru Tame Tenseisu: Soshite, Sekai Saikyou no Minarai Kishi♀",Light novel,6.56,TV
22202,Forever Rain,Original,6.05,Music
22203,Snowy Land,Original,,ONA
22204,The New Hazzys,Original,5.59,CM
22205,Meiyou Yiwai,Original,,Music
22206,ID,Original,,CM
22207,Kimi wa Yasashiku Netorareru The Animation,Manga,6.07,OVA
22208,Garden: Takamine-ke no Nirinka - The Animation,Manga,7.6,OVA
22209,Garugaku. II: Lucky Stars,Mixed media,5.97,TV
22210,Fukakouryoku,Original,6.38,Music
22211,Boku wa Kyou mo,Original,6.04,Music
22212,Jian Yu Feng Yun,Original,6.63,ONA
22214,Kirakira (2021),Other,6.31,Music
22289,Bye Bye Rainy,Original,7.01,Music
22215,Chinzei Hachirou Tametomo (2021),Original,,ONA
22216,Neko Reset,Original,6.61,Music
22217,Tsubame,Other,6.61,Music
22218,Artiswitch Picture Drama,Original,6.46,ONA
22219,Gabrielle,Original,5.86,CM
22220,Komaneko Short Movie 2021,Original,,Special
22221,Shenyi Jiu Xiaojie,Novel,6.61,ONA
22222,Teikou Penguin,Manga,,TV
22223,Shukatsu Kyosokyoku,Original,,Movie
22224,Megaton-kyuu Musashi Pilot,Game,,ONA
22225,Golden Kamuy 4th Season,Manga,8.13,TV
22226,Kiyoneko,Other,,ONA
22227,Boku no Hero Academia the Movie 3: World Heroes' Mission - Tabidachi,Manga,7.43,Special
22228,We,Original,,ONA
22229,Dolpalmae,Original,5.98,Music
22230,Toon Blast,Game,,ONA
22231,Bai Yao Pu 3rd Season,Novel,7.52,ONA
22232,Lian Qi Lianle 3000 Nian,Novel,6.78,ONA
22304,Earth Symphony: Hikari to Mizu ga Kanaderu Sora no Monogatari,Unknown,,Movie
22233,Xing Yuan Zhi Zhu,Original,5.98,ONA
22234,Long She Yanyi,Web novel,7.11,ONA
22235,Bubble,Original,7.24,ONA
22236,Yowamushi Pedal: Limit Break,Manga,7.39,TV
22237,Yaneura no Rudger,Novel,,Movie
22238,Megaton-kyuu Musashi 2nd Season,Mixed media,6.48,TV
22239,Crayon Shin-chan Movie 30: Mononoke Ninja Chinpuuden,Manga,6.88,Movie
22240,Introduction,Mixed media,6.93,Music
22241,Bing Zhu Qi Hun,Original,6.12,ONA
22242,Zanting! Rang Wo Cha Gonglue,Original,6.41,ONA
22243,Hua Kaizhang Meili,Manga,,ONA
22420,Rainy Boots,Original,6.56,Music
22244,Huang Yan,Manga,6.57,ONA
22245,Imokawa Mukuzo: Tsuri no Maki,Original,,Movie
22246,Binghuo Mochu,Manga,7.04,ONA
22247,Nanatsu no Maken ga Shihai suru,Light novel,6.58,TV
22248,Buta no Liver wa Kanetsu Shiro,Light novel,6.3,TV
22249,Migi to Dali,Manga,7.77,TV
22250,Gridman Universe,Original,8.13,Movie
22251,Wan Yu Feng Shen,Novel,6.15,ONA
22261,Huan You Lieren,Novel,5.77,ONA
22421,Sphere,Original,,Music
22252,Koukyuu no Karasu,Light novel,7.53,TV
22253,"Natsu e no Tunnel, Sayonara no Deguchi",Light novel,7.89,Movie
22254,Suzume no Tojimari,Original,8.31,Movie
22255,Massara,Music,6.87,ONA
22256,Aggressive Retsuko (ONA) 5th Season,Other,7.45,ONA
22257,Yami Shibai 10,Original,6.18,TV
22258,Insect Land,Picture book,,TV
22259,Spy x Family Part 2,Manga,8.26,TV
22260,Shanshen Yu Xiaozao,Manga,,ONA
22269,Shaonian Ge Xing: Feng Hua Xue Yue Pian Part 2,Novel,7.1,ONA
22305,Wo Jiao MT: Guilai,Game,,ONA
22262,Ayakashi Triangle,Manga,6.44,TV
22263,Yu☆Gi☆Oh! Go Rush!!,Card game,5.75,TV
22264,Tokyo Revengers: Seiya Kessen-hen,Manga,7.67,TV
22265,Dr. Stone: Ryuusui,Manga,8.17,TV Special
22266,Rurouni Kenshin: Meiji Kenkaku Romantan (2023),Manga,7.61,TV
22267,Oni no Hanayome wa Taberaretai,Manga,,ONA
22268,Kemonokko Tsuushin: The Animation - Ushi Musume Bell,Manga,6.4,ONA
22270,"Komi-san wa, Comyushou desu. 2nd Season",Manga,8.04,TV
22271,Jiandao Di Yi Xian,Novel,6.47,ONA
22272,Love Me: Kaede to Suzu The Animation,Manga,7.86,OVA
22273,Li Ba Shanhe Xi Zitang,Novel,5.9,ONA
22274,Muv-Luv Alternative 2nd Season,Visual novel,6.53,TV
22275,Sanbunteki Life,Original,5.95,Music
22276,Suteki na Okurimono,Original,6.17,ONA
22287,Xingchen Bian: Po Tian Mi Ju,Novel,7.55,ONA
22288,Mahoutsukai no Yoru,Visual novel,,Movie
22277,Shijian Qiutu,Original,6.11,ONA
22278,Zhen Wu Dianfeng,Original,6.86,ONA
22279,Tsundere Akuyaku Reijou Liselotte to Jikkyou no Endou-kun to Kaisetsu no Kobayashi-san,Light novel,7.23,TV
22280,Odd Taxi Movie: In the Woods,Original,6.29,Movie
22281,Yamitsuki Mura: Melty Limit The Animation,Manga,6.54,OVA
22282,Aisai,Original,6.91,Music
22283,Feng Qi Luoyang: Shen Ji Shaonian,Original,6.49,ONA
22284,Keroro Gunsou x No More Eiga Dorobou,Manga,5.65,Special
22285,Poputepipikku 2nd Season,4-koma manga,7.52,TV
22286,Saihate no Paladin: Tetsusabi no Yama no Ou,Light novel,7.44,TV
22290,Sasaki to Miyano: Koi ni Kizuku Mae no Chotto Shita Hanashi.,Manga,7.61,OVA
22291,Pokemon (2019): Kami to Yobareshi Arceus,Game,6.66,ONA
22292,Soukyuu no Fafner: Dead Aggressor - Behind the Line,Original,6.84,Movie
22293,Kyoukai Senki Part 2,Original,6.54,TV
22294,Baby-Hamitang,Original,,TV
22295,Kaginado Season 2,Original,7.35,TV
22296,Pochi Hana,Original,,Movie
22297,The Missing 8,Original,6.42,ONA
22298,Hentatsu (TV): Oomisoka Tokubetsu-ban,Original,,Special
22299,Summer Pockets,Visual novel,,
22300,MF Ghost,Manga,7.57,TV
22301,One Piece: Barto no Himitsu no Heya!,Manga,6.22,TV Special
22302,Hazamatsuri,Original,,Movie
22303,Paradise (Music),Other,5.86,Music
22465,Rhythmens Episode 0,Original,5.85,ONA
22306,Lycoris Recoil,Original,8.17,TV
22307,Urusei Yatsura (2022),Manga,7.41,TV
22308,Ai to Yuuto: Hajimete no Otsukai,Original,,Movie
22309,Mahouka Koukou no Rettousei 3rd Season,Light novel,7.73,TV
22310,Tezuka Chara Ugokashite Mimashita,Other,,OVA
22311,Coruscate: DNA,Original,6.97,Music
22312,Moshi mo Inochi ga Egaketara,Other,6.77,Music
22313,"Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita: Sono Ni",Light novel,,TV
22314,Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken,Light novel,7.82,TV
22315,Hanako,Original,5.72,Movie
22316,Zoku Zou no Senaka: Baton Touch,Novel,,OVA
22317,Algo,Original,5.67,Music
22318,Aisou ze!,Other,5.65,Music
22319,Sumikko no Ko,Original,,Movie
22320,Radio Wave,Original,5.76,Movie
22380,Delicious Party♡Precure Movie: Yume Miru Oko-sama Lunch!,Original,6.92,Movie
22381,Koufukuron,Original,6.53,Music
22321,Teppen!!!!!!!!!!!!!!!,Manga,6.71,TV
22322,Anata wo Hitokoto de Arawashite Kudasai: no Shitsumon ga Nigate da.,Original,6.21,CM
22323,Vanitas no Karte: En Route Pour le Gévaudan,Manga,6.9,TV Special
22324,Vanitas no Karte: Le Chemin Parcouru Depuis la Rencontre,Manga,6.96,Special
22325,My Song,Original,7.09,Music
22326,Hotaru wa Inakatta,Original,6.02,Music
22327,Jantama Pong☆,Game,6.07,TV
22328,Maji de Wakaru! Waccha PriMagi Gakuen,Original,,Special
22329,Yi Shijie Zhongyao Pu 2nd Season,Manga,,ONA
22330,Kimi wa Houkago Insomnia,Manga,8.08,TV
22331,Mao Xian Dong De Shou!,Original,,ONA
22332,Oshiri Tantei 6th Season,Picture book,,TV
22333,Jaku-Chara Tomozaki-kun 2nd Stage,Light novel,7.05,TV
22334,Inkou Kyoushi no Sai* Seikatsu Shidouroku,Manga,6.37,OVA
22335,Mao Zhi Ming Episode 5.5,Manga,6.17,ONA
22336,It'll Be Fine!,Game,6.59,Music
22337,Metamon to! Oyasumi Mokurou,Game,5.68,ONA
22338,Mei Chuxi De Yinyangshi Yijia 3,Web manga,,ONA
22339,Wo Jia Da Shixiong Naozi You Keng: Tebie Pian,Manga,,ONA
